Date,Barcelona_Fabra Daily Rainfall [mm],Barcelona Daily Rainfall [mm],Sabadell_Aero Daily Rainfall [mm],Garriga Discharge [m^3],Castellar Discharge [m^3],Llica Discharge [m^3],Montornes Discharge [m^3],Mogoda Discharge [m^3],Gramenet Discharge [m^3]
12/27/2006,0,0,0,0.092,,0.075,0.2887,0.027,2.8207
12/28/2006,0,0,0,0.092,,0.075,0.3066,0.027,2.8841
12/29/2006,0,0,0,0.092,,0.074,0.2865,0.027,2.8687
12/30/2006,0,,0,0.09,,0.074,0.2483,0.027,2.7665
12/31/2006,0,1.9,0,0.088,,0.074,0.2647,0.025,2.7187
1/1/2007,0,0,0,0.085,,0.074,0.2842,0.027,2.7242
1/2/2007,0,0,0,0.084,,0.074,0.313,0.026,2.9164
1/3/2007,0,0,0,0.085,,0.075,0.3362,0.026,3.0518
1/4/2007,0,0,0,0.085,,0.075,0.2998,0.033,3.0528
1/5/2007,0,0,0,0.083,,0.075,0.3265,0.03,2.9998
1/6/2007,0,0,0,0.082,,0.076,0.3008,0.029,2.7668
1/7/2007,0,0,0,0.079,,0.076,0.2936,0.027,2.711
1/8/2007,0,0,0,0.082,,0.077,0.2976,0.032,2.9192
1/9/2007,0,0,0,0.082,,0.082,0.3258,0.036,3.1107
1/10/2007,0,0,0,0.084,,0.083,0.3267,0.029,3.1472
1/11/2007,0,0,0,0.085,,0.082,0.2998,0.031,3.1354
1/12/2007,0,0,0,0.084,,0.081,0.2717,0.025,3.0461
1/13/2007,0,0,0,0.081,,0.077,0.2525,0.023,2.8311
1/14/2007,0,0,0,0.08,,0.078,0.2686,0.023,2.7091
1/15/2007,0,0,0,0.078,,0.075,0.2813,0.022,2.7883
1/16/2007,,0,0.2,0.083,,0.073,0.3324,0.022,3.0284
1/17/2007,0,0,0,0.083,,0.074,0.2537,0.022,2.9242
1/18/2007,0,0,0,0.082,,0.076,0.2807,0.022,2.9078
1/19/2007,0,0,0,0.078,,0.076,0.2928,0.022,2.8545
1/20/2007,0,0,0,0.08,,0.077,0.2983,0.021,2.8345
1/21/2007,,0,0,0.078,,0.082,0.3033,0.021,2.6935
1/22/2007,5.4,0,3.1,0.08,,0.087,0.295989583,0.038,3.432732639
1/23/2007,0,0,0,0.107,,0.112,0.2636,0.066,3.5178
1/24/2007,0,0,0,0.083,,0.101,0.2336,0.027,2.97
1/25/2007,0,0,0,0.078,,0.091,0.2209,0.028,2.9439
1/26/2007,0,0,0,0.077,,0.087,0.229,0.027,2.9189
1/27/2007,0,0,0,0.075,,0.087,0.2309,0.027,2.8116
1/28/2007,0,0,0,0.075,,0.087,0.2257,0.027,2.6507
1/29/2007,0,0,0,0.072,,0.087,0.2262,0.025,2.7989
1/30/2007,0,0,0,0.074,,0.087,0.2589,0.025,2.8896
1/31/2007,0.8,1.4,0.3,0.072,,0.082,0.2955,0.024,2.8878
2/1/2007,0,0,0,0.075,,0.087,0.3555,0.025,3.0423
2/2/2007,0,0,0,0.074,,0.088,0.3087,0.024,2.8671
2/3/2007,0,0,0,0.072,,0.082,0.3105,0.023,2.7339
2/4/2007,0,0,0,0.072,,0.082,0.287,0.022,2.5645
2/5/2007,0.2,0,0.5,0.072,,0.077,0.2929,0.021,2.9649
2/6/2007,0,0,0,0.072,,0.084,0.3511,0.021,2.9173
2/7/2007,0,0,0,0.074,,0.088,0.3499,0.021,2.8909
2/8/2007,6.7,3.3,7.4,0.076,,0.111,0.4301,0.116,5.5561
2/9/2007,0.2,0,0,0.138,,0.11,0.4116,0.08,3.634
2/10/2007,0,0,0,0.085,,0.105,0.2834,0.037,2.919
2/11/2007,0,0,0,0.082,,0.1,0.2453,0.029,2.6609
2/12/2007,,0,0,0.078,,0.098,0.2572,0.024,2.776
2/13/2007,0,0,0,0.079,,0.097,0.2679,0.023,2.8034
2/14/2007,0,0,0,0.078,,0.099,0.2806,0.033,2.8786
2/15/2007,0,0,0,0.079,,0.097,0.2539,0.037,2.8165
2/16/2007,0,0,0,0.078,,0.1,0.2468,0.035,2.7767
2/17/2007,28,11.2,15.4,0.089,,0.146,0.5238,0.443,8.2051
2/18/2007,0.2,0.1,0.2,0.113,,0.139,0.5411,0.166,4.3091
2/19/2007,0,0,0,0.088,,0.122,0.2986,0.069,3.1613
2/20/2007,0,0,0,0.083,,0.109,0.2834,0.056,2.8957
2/21/2007,,0,0,0.087,,0.117,0.5485,0.098,3.1877
2/22/2007,0,0,0,0.086,,0.117,0.4886,0.071,3.3681
2/23/2007,0,0,0,0.081,,0.121,0.432,0.05,2.9324
2/24/2007,0,0,0,0.08,,0.111,0.3677,0.041,2.7534
2/25/2007,,0,0,0.078,,0.112,0.3948,0.038,2.4795
2/26/2007,0,0,0,0.083,,0.104,0.318,0.038,2.6147
2/27/2007,0,0,0,0.078,,0.092,0.2664,0.036,2.7096
2/28/2007,0,0,0,0.073,,0.073,0.2946,0.034,2.8314
3/1/2007,0,0,0,0.069,,0.07,0.3881,0.026,2.827
3/2/2007,0,0,0,0.068,,0.068,0.4168,0.009,2.8068
3/3/2007,0,31,0,0.069,,0.067,0.4999,0,2.6731
3/4/2007,0,0,0,0.069,,0.067,0.4598,0,2.4349
3/5/2007,0,0,0,0.069,,0.067,0.4915,0,2.5741
3/6/2007,0,0,0,0.073,,0.066,0.5246,0,2.6763
3/7/2007,8.4,9.4,11.3,0.088,,0.101,0.675,0.187,6.1698
3/8/2007,0,0,0.1,0.166,,0.094,0.7586,0.089,4.2927
3/9/2007,0,0,0,0.081,,0.088,0.6622,0.015,3.0619
3/10/2007,0,0,0,0.075,,0.072,0.63,0.005,2.721
3/11/2007,0,0,0,0.072,,0.072,0.6465,0.001,2.407
3/12/2007,0,0,0,0.072,,0.073,0.6695,0.001,2.5582
3/13/2007,0,0,0,0.073,,0.069,0.6422,0,2.6278
3/14/2007,0,0,0,0.078,,0.068,0.6767,0,2.7722
3/15/2007,0,0,0,0.078,,0.068,0.5895,0,2.7219
3/16/2007,0.7,0,0.6,0.073,,0.066,0.4455,0,2.8072
3/17/2007,0,0,0.1,0.067,,0.066,0.4586,0,2.6656
3/18/2007,0,0.1,0,0.07,,0.065,0.4104,0,2.3959
3/19/2007,,0,0.4,0.071,,0.065,0.4251,0,2.6066
3/20/2007,0,0,0,0.072,,0.065,0.3717,0,2.7494
3/21/2007,0,0.1,0,0.074,,0.063,0.3601,0,2.789
3/22/2007,0,0,0,0.075,,0.062,0.3875,0,2.7023
3/23/2007,0.1,2.7,0,0.071,,0.062,0.4233,0,2.5993
3/24/2007,0.3,0.8,0.2,0.07,,0.061,0.3903,0,2.5219
3/25/2007,0,0,0,0.069,,0.061,0.4337,0,2.3829
3/26/2007,0.1,0,0,0.069,,0.061,0.4076,0,2.5446
3/27/2007,0.2,0,0,0.072,,0.06,0.4407,0,2.7529
3/28/2007,4.8,0.3,0.7,0.076,,0.06,0.433,0,3.0135
3/29/2007,0.8,0.2,0.2,0.078,,0.059,0.4414,0,2.8424
3/30/2007,2,0,2.2,0.077,,0.058,0.4116,0,2.7742
3/31/2007,1.9,0,2.1,0.077,,0.075,0.4185,0,3.4341
4/1/2007,0.9,0.5,0.7,0.072,,0.076,0.4612,0,2.7526
4/2/2007,74,11.8,,0.68,,0.177,0.9519,0.645,9.8837
4/3/2007,9.2,6,,5.117,,0.546,4.4217,5.42,28.2716
4/4/2007,3.1,,,1.64,,0.368,1.4386,1.012,15.3909
4/5/2007,5.8,,,1.382,,0.374,1.2191,0.789,13.7212
4/6/2007,0,0,,0.859,,0.263,0.8173,0.225,7.2666
4/7/2007,,0,,0.478,,0.225,0.5657,0.098,5.1892
4/8/2007,0,0,,0.294,,0.204,0.497,0.054,4.4061
4/9/2007,3,3.3,,0.194,,0.191,0.4491,0.043,4.1058
4/10/2007,1,0.3,,0.149,,0.186,0.6756,0.059,5.43
4/11/2007,0,0,,0.128,,0.18,0.5829,0.043,4.325
4/12/2007,5.1,0.9,,0.12,,0.176,0.5492,0.061,4.969
4/13/2007,12,3.5,,0.172,,0.193,0.6848,0.137,5.8836
4/14/2007,1.5,1.2,,0.889,,0.197,0.8525,0.195,7.1918
4/15/2007,0,0,,0.83,,0.188,0.6577,0.04,5.0818
4/16/2007,0,0,,0.429,,0.188,0.607,0.03,4.5911
4/17/2007,0,0,,0.693,,0.185,0.5891,0.021,4.2619
4/18/2007,0,0,,0.516,,0.205,0.5474,0.019,4.9889
4/19/2007,0,0,,0.297,,0.186,0.5655,0.019,4.2274
4/20/2007,0,0,,0.196,,0.174,0.514,0.015,3.9912
4/21/2007,0,0,,0.165,,0.163,0.4913,0.015,3.6453
4/22/2007,0,0,0,0.144,,0.152,0.4651,0.001,3.2767
4/23/2007,0,0,0,0.128,,0.136,0.4724,0.016,3.3286
4/24/2007,0,,0,0.114,,0.128,0.4977,0.018,3.5676
4/25/2007,0,0,0,0.098,,0.119,0.4989,0.017,3.2721
4/26/2007,0,0,0,0.091,,0.121,0.5292,0.003,3.132
4/27/2007,,0,0,0.09,,0.132,0.5318,0.001,3.1283
4/28/2007,0.2,0,0,0.093,,0.128,0.5384,0.004,3.033
4/29/2007,1.1,1.2,0,0.21,,0.15,0.77,0.264,4.0388
4/30/2007,2.7,1.2,0,0.142,,0.138,0.669,0.084,3.783
5/1/2007,12.9,3.9,,0.907,,0.372,1.3214,1.371,15.7063
5/2/2007,0,0,,0.421,,0.234,1.1336,0.229,7.7125
5/3/2007,4.6,1.7,,0.215,,0.21,0.8492,0.133,6.3313
5/4/2007,0.1,0.2,,0.177,,0.188,0.8131,0.086,5.1153
5/5/2007,2.9,0.8,,0.215,,0.185,0.6553,0.1,7.4894
5/6/2007,0.9,0,,0.181,,0.178,0.5599,0.061,4.7556
5/7/2007,0,4.4,,0.144,,0.159,0.5736,0.033,4.1766
5/8/2007,0,0,,0.133,,0.143,0.5664,0.02,4.0346
5/9/2007,0,2.5,,0.118,,0.132,0.5257,0.011,3.7757
5/10/2007,0,3.9,,0.105,,0.122,0.5081,0.003,3.5954
5/11/2007,0,0,0,0.094,0.044,0.115,0.4924,0,3.4507
5/12/2007,0,0,0,0.085,0.0434,0.109,0.4701,0,3.2391
5/13/2007,5.5,1.7,5.9,0.078,0.0517,0.109,0.4486,0,2.921
5/14/2007,2,1.3,1.4,0.17,0.0571,0.15,0.9586,0.154,6.8855
5/15/2007,0,0,0,0.106,0.0491,0.122,0.631,0.031,4.0301
5/16/2007,0,0,,0.084,0.0482,0.111,0.5498,0.014,3.6237
5/17/2007,0,,,0.078,0.0514,0.106,0.5046,0.002,3.5264
5/18/2007,0,0,0,0.073,0.0672,0.1,0.455,0,3.4366
5/19/2007,0.7,0,0.4,0.071,0.055,0.088,0.4672,0,3.2204
5/20/2007,4.8,0.1,4.1,0.068,0.0383,0.091,0.4023,0,2.986
5/21/2007,0,0.6,0.9,0.082,0.0257,0.116,0.4539,0.071,4.8386
5/22/2007,0.2,0,0,0.069,0.0132,0.089,0.454,0.013,3.3599
5/23/2007,0.1,0,0.2,0.058,0.0192,0.097,0.4885,0,3.3469
5/24/2007,0,0,,0.06,0.0283,0.097,0.4579,0,3.322
5/25/2007,0,0,0,0.057,0.0243,0.09,0.4883,0,3.3122
5/26/2007,0.2,0,3.2,0.073,0.0248,0.132,0.4916,0.086,3.8682
5/27/2007,1.3,2,0.3,0.266,0.0348,0.161,0.6241,0.118,5.1297
5/28/2007,0,0,0,0.077,0.0145,0.106,0.4723,0.002,3.3752
5/29/2007,0,0,0,0.069,0.0108,0.091,0.4649,0,3.1379
5/30/2007,0.1,0,0,0.066,0.0098,0.077,0.421,0,2.927
5/31/2007,0,0,0,0.061,0.012,0.079,0.4628,0,2.9581
6/1/2007,0,0,0,0.062,0.0141,0.071,0.4382,0,2.7334
6/2/2007,0,0,0,0.064,0.0086,0.06,0.4376,0,2.7768
6/3/2007,0,0,0.3,0.065,0.0076,0.057,0.5065,0,2.5277
6/4/2007,0,0,,0.067,0.0073,0.058,0.5314,0,2.6611
6/5/2007,0,0,0.1,0.067,0.0069,0.053,0.5511,0,2.8127
6/6/2007,0,0,0.1,0.156,0.0064,0.069,0.4541,0,2.859
6/7/2007,0,0,0,0.085,0.0053,0.075,0.4433,0,2.8769
6/8/2007,0,0,0.1,0.075,0.0056,0.061,0.4934,0,2.8402
6/9/2007,0,0,0,0.07,0.0059,0.053,0.549,0,2.6987
6/10/2007,0,0,0,0.07,0.0063,0.048,0.5031,0,2.4385
6/11/2007,0,0,0,0.069,0.0065,0.048,0.3452,0,2.5929
6/12/2007,0,0,0,0.069,0.0061,0.048,0.4174,0,2.6451
6/13/2007,0,0,,0.069,0.0233,0.048,0.3281,0,2.6076
6/14/2007,0,0,0.3,0.084,0.0404,0.047,0.3557,0,2.4963
6/15/2007,0,0,0,0.11,0.0331,0.047,0.3581,0,2.491
6/16/2007,,0,0,0.062,0.0322,0.048,0.2785,0,2.321
6/17/2007,0,0,0.3,0.052,0.0313,0.047,0.221,0,2.1096
6/18/2007,,0.1,0,0.048,0.0349,0.047,0.2907,0,2.358
6/19/2007,0,0,0,0.049,0.0376,0.046,0.4814,0,2.5357
6/20/2007,0,0,0,0.05,0.0293,0.046,0.2822,0,2.5362
6/21/2007,0,0,0,0.05,0.0205,0.046,0.1529,0,2.5119
6/22/2007,0,0,0,0.048,0.0181,0.046,0.1227,0,2.4355
6/23/2007,0,0,0,0.047,0.0158,0.042,0.1556,0,2.2812
6/24/2007,0,0,0,0.046,0.0192,0.031,0.1298,0,1.9782
6/25/2007,0,0,0,0.044,0.0232,0.022,0.0948,0,2.3615
6/26/2007,0,0,0,0.044,0.0186,0.015,0.1253,0,2.3883
6/27/2007,,0,0,0.044,0.0178,0.011,0.0914,0,2.3089
6/28/2007,0,0,0,0.049,0.0163,0.008,0.1416,0,2.3154
6/29/2007,0,0,0,0.048,0.023,0.005,0.1214,0,2.3142
6/30/2007,0,0,0,0.048,0.019,0.003,0.2537,0,2.2442
7/1/2007,0.3,0.2,0.2,0.045,0.0157,0.002,0.2574,0,2.1315
7/2/2007,0,0,0,0.047,0.0183,0.001,0.2205,0,2.2335
7/3/2007,0,0,0,0.044,0.022854167,0,0.084010417,0,2.342375
7/4/2007,0.4,0,0,0.045,0.0193,0.013,0.0749,0,2.4457
7/5/2007,0,0,0,0.044,0.015,0.02,0.0507,0,2.3618
7/6/2007,0,0,0,0.044,0.0224,0.019,0.0849,0,2.3738
7/7/2007,0,0,0,0.044,0.0279,0.017,0.0871,0,2.2242
7/8/2007,0,0,0,0.037,0.0208,0.017,0.0776,0,1.9664
7/9/2007,0,0,0,0.034,0.02,0.017,0.0767,0,2.1149
7/10/2007,0,0,0,0.032,0.039350694,0.018,0.076451389,0,2.217736111
7/11/2007,0,0,0,0.033,0.0553,0.019,0.0559,0,2.2078
7/12/2007,0,0,0,0.056,0.0524,0.019,0.0825,0,2.2101
7/13/2007,0,0,0,0.04,0.0562,0.019,0.1318,0,2.2635
7/14/2007,0,0,0,0.035,0.0578,0.018,0.084,0,2.0746
7/15/2007,0,0,0,0.031,0.0412,0.017,0.0454,0,1.8842
7/16/2007,0,0,0,0.027,0.028,0.017,0.0338,0,2.0974
7/17/2007,0,0,0,0.027,0.0268,0.016,0.0556,0,2.1204
7/18/2007,0,0,0,0.027,0.0279,0.016,0.0478,0,2.1774
7/19/2007,0,0,0,0.027,0.0236,0.016,0.0275,0,2.1583
7/20/2007,,0,0,0.027,0.0278,0.016,0.0713,0,2.2561
7/21/2007,,0,0,0.031,0.0221,0.016,0.0438,0,2.1829
7/22/2007,0,22.2,0,0.03,0.0091,0.017,0.069,0,1.9318
7/23/2007,0,,0,0.027,0.0153,0.016,0.0793,0,2.0307
7/24/2007,0,0,0,0.027,0.0277,0.015,0.0437,0,2.0404
7/25/2007,0,0,0,0.027,0.025,0.016,0.0494,0,2.0404
7/26/2007,0,0,0,0.03,0.0211,0.015,0.0416,0,2.1266
7/27/2007,0,0,0,0.027,,0.015,0.0862,0,2.0408
7/28/2007,0,0,0,0.027,,0.015,0.0249,0,1.8524
7/29/2007,0,0,0,0.027,,0.015,0.0646,0,1.7273
7/30/2007,0,0,0,0.024,,0.015,0.0577,0,1.9078
7/31/2007,0,0,0,0.022,,0.015,0.0425,0,1.9754
8/1/2007,0,0,0,0.023,,0.015,0.0297,0,1.9332
8/2/2007,0,0,0,0.02,,0.015,0.0269,0,1.8903
8/3/2007,0,0,0,0.02,,0.015,0.0403,0,1.8421
8/4/2007,0,0,0,0.023,,0.015,0.0251,0,1.766
8/5/2007,0,0,0,0.02,,0.015,0.0322,0,1.3286
8/6/2007,2.3,0.3,3,0.04,,0.044,0.4853,0.002,4.2198
8/7/2007,29.9,13,6.3,0.115,,0.049,0.505597222,0,3.484395833
8/8/2007,1,3,,0.099,,0.143,0.891923611,0.961,12.10804514
8/9/2007,0,0,,0.049,,0.05,0.3497,0.002,2.902
8/10/2007,0,0,0,0.033,,0.049,0.2441,0,2.2937
8/11/2007,0,0,,0.033,,0.049,0.1973,0,1.6289
8/12/2007,16.8,19.2,,0.033,,0.133,0.46,1.489,10.3905
8/13/2007,0,0,,0.052,,0.102,0.5711,0.454,10.978
8/14/2007,0,0,,0.037,,0.049,0.2543,0,2.8566
8/15/2007,0,0,,0.033,,0.047,0.1996,0,2.3545
8/16/2007,9.9,2.1,,0.033,,0.048,0.1878,0,2.4627
8/17/2007,0.2,0,,0.027,,0.048,0.1891,0,2.1916
8/18/2007,9.5,9.7,,0.027,,0.048,0.1776,0,2.0098
8/19/2007,7.5,7.8,,0.654,,0.179,0.6569,0.208,8.6103
8/20/2007,,0,,0.109,,0.089,0.3413,0.012,3.7937
8/21/2007,8.9,1.3,,0.072,,0.08,0.2529,0.014,3.5389
8/22/2007,4,2.9,,0.216,,0.122,0.6651,0.297,6.9533
8/23/2007,0,0,,0.121,,0.073,0.3366,0.007,3.3906
8/24/2007,,0.3,,0.076,,0.065,0.2718,0,2.7607
8/25/2007,,0,,0.07,,0.048,0.2475,0,2.5114
8/26/2007,0,0,,0.061,,0.046,0.2369,0,2.2999
8/27/2007,0,0,,0.054,,0.045,0.2436,0,2.3973
8/28/2007,0,0,,0.051,,0.044,0.2559,0,2.4538
8/29/2007,0,0.1,,0.048,,0.044,0.2291,0,2.4428
8/30/2007,1.5,4.7,,0.046,,0.045,0.2463,0,2.4215
8/31/2007,0,0,,0.044,,0.045,0.2472,0,3.8801
9/1/2007,0,0,,0.044,,0.046,0.2312,0,2.3726
9/2/2007,0,0,,0.044,,0.046,0.3368,0,2.2222
9/3/2007,0,0,,0.044,,0.045,0.3589,0,2.3865
9/4/2007,,0,,0.05,,0.045,0.3099,0,2.4833
9/5/2007,0,0,,0.046,,0.045,0.2154,0,2.5245
9/6/2007,0,0,,0.043,,0.045,0.2315,0,2.5385
9/7/2007,0,0,,0.037,,0.045,0.2026,0,2.5753
9/8/2007,0,0,,0.036,,0.044,0.1908,0,2.3454
9/9/2007,0,0,,0.033,,0.044,0.2145,0,2.1157
9/10/2007,0,0,,0.033,,0.043,0.2247,0,2.2268
9/11/2007,0,0,,0.03,,0.042,0.1543,0,2.2149
9/12/2007,,0,,0.03,,0.041,0.1851,0,2.3969
9/13/2007,0,0,,0.031,,0.041,0.2204,0,2.437
9/14/2007,0,0,,0.033,,0.04,0.2515,0,2.5002
9/15/2007,0,0,,0.033,,0.039,0.2117,0,2.2588
9/16/2007,0,0,,0.033,,0.038,0.1762,0,2.0598
9/17/2007,,0,,0.03,,0.037,0.1658,0,2.3229
9/18/2007,0,0.1,,0.129,,0.065,0.2015,0,2.7079
9/19/2007,0,0.1,,0.066,,0.055,0.273,0,2.8032
9/20/2007,0,0,,0.047,,0.054,0.3105,0,2.6644
9/21/2007,,0,,0.044,,0.052,0.3399,0,2.6411
9/22/2007,3.4,0,,0.042,,0.051,0.6232,0.002,3.5873
9/23/2007,0,0,,0.045,,0.05,0.5059,0.002,2.6383
9/24/2007,0,0,,0.039,,0.049,0.3939,0,2.4577
9/25/2007,0.1,1,,0.038,,0.05,0.3765,0,2.6401
9/26/2007,0,,,0.039,,0.049,0.3515,0,2.651
9/27/2007,0,0,,0.039,,0.048,0.3127,0,2.522
9/28/2007,0,0,,0.037,,0.047,0.3119,0,2.5263
9/29/2007,6.3,4.5,,0.045,,0.044,0.2633,0,2.6478
9/30/2007,0,0,,0.042,,0.041,0.2539,0,2.2659
10/1/2007,0,0,,0.035,,0.038,0.2409,0,2.4304
10/2/2007,,0,,0.033,,0.036,0.1983,0,2.533
10/3/2007,2.3,0,,0.037,,0.037,0.2722,0,2.5468
10/4/2007,14.9,12.4,,0.16,,0.068,0.5347,0.016,6.1666
10/5/2007,0,0,,0.576,,0.093,0.5597,0.499,7.7068
10/6/2007,0,0,,0.09,,0.071,0.3662,0.002,3.0868
10/7/2007,0,0,,0.063,,0.058,0.2874,0,2.4902
10/8/2007,23.1,7.2,,0.084,,0.068,0.7461,0.245,6.5926
10/9/2007,0.2,0,,0.125,,0.063,0.4812,0.036,4.5161
10/10/2007,21.5,29.7,,0.271,,0.143,0.8684,1.27,11.1349
10/11/2007,0,0,,0.524,,0.122,0.7642,0.372,9.1795
10/12/2007,0,0,,0.1,,0.098,0.309,0.005,3.6146
10/13/2007,0,0,,0.081,,0.085,0.3461,0,2.9974
10/14/2007,0,0,,0.074,,0.064,0.2882,0,2.7348
10/15/2007,0,0,,0.073,,0.06,0.288,0,2.8712
10/16/2007,38.8,16.5,,0.074,,0.059,0.3017,0,2.9654
10/17/2007,0,,,0.079,,0.158,0.9686,1.126,15.8464
10/18/2007,0,0,,0.072,,0.061,0.3415,0.009,4.0594
10/19/2007,0,0,,0.072,,0.057,0.2932,0,3.3802
10/20/2007,0,0,,0.072,,0.056,0.3016,0,3.0203
10/21/2007,0,0,,0.072,,0.056,0.2493,0,2.7694
10/22/2007,0,0,,0.077,,0.057,0.2398,0,2.9873
10/23/2007,0,0,,0.078,,0.055,0.2359,0,3.0805
10/24/2007,0,0,,0.079,,0.055,0.2666,0,3.1078
10/25/2007,2.5,1,,0.084,,0.056,0.2489,0,3.3431
10/26/2007,54.6,41.8,,0.085,,0.057,0.2505,0,3.8462
10/27/2007,0,0.1,,0.099,,0.095,0.3622,0.187,7.6793
10/28/2007,0,99,,0.095,,0.058,0.26,0.001,2.9242
10/29/2007,0,0,,0.094,,0.057,0.2544,0,2.9043
10/30/2007,0,0,,0.096,,0.058,0.3133,0,3.0098
10/31/2007,,0,,0.1,,0.058,0.3361,0,3.0345
11/1/2007,0,0,0,0.095,,0.057,0.3323,0,2.8809
11/2/2007,0,0,0,0.095,,0.057,0.2862,0,2.7495
11/3/2007,0,,0,0.097,,0.057,0.2769,0,2.6967
11/4/2007,0,0,0,0.097,,0.058,0.2698,0,2.6579
11/5/2007,0,0,0,0.097,,0.057,0.2762,0,2.8289
11/6/2007,0,29,0,0.097,,0.056,0.4699,0,2.8617
11/7/2007,0,,0,0.098,,0.057,0.4768,0,3.1568
11/8/2007,0,0,0,0.097,,0.057,0.3254,0,2.9896
11/9/2007,0,0,0,0.097,,0.056,0.303,0,2.979
11/10/2007,0,0,0,0.098,,0.056,0.2934,0,2.8734
11/11/2007,0,0,0,0.098,,0.057,0.2881,0,2.6933
11/12/2007,0,0,0,0.099,,0.057,0.2848,0,2.7962
11/13/2007,0,0,0,0.099,,0.057,0.2794,0,2.8697
11/14/2007,0,0,0,0.101,,0.057,0.2931,0,2.9441
11/15/2007,0,0,0,0.099,,0.055,0.3039,0,2.9748
11/16/2007,0,0,0,0.097,,0.052,0.3006,0,2.9542
11/17/2007,0,0,0,0.097,,0.05,0.2963,0,2.8742
11/18/2007,0,0,0,0.095,,0.047,0.2978,0,2.7482
11/19/2007,0,1.7,0,0.085,,0.046,0.3301,0,2.8779
11/20/2007,1,0.8,1,0.084,,0.041,0.3068,0,2.9333
11/21/2007,0,0,0,0.082,,0.037,0.2943,0,3.0418
11/22/2007,,0,0.3,0.083,,0.036,0.3021,0,2.9297
11/23/2007,0,,0,0.085,,0.035,0.2965,0,2.8776
11/24/2007,0,0,0,0.085,,0.035,0.2935,0,2.7555
11/25/2007,0,0,0,0.085,,0.034,0.2907,0,2.6336
11/26/2007,0,0,0,0.085,,0.033,0.2926,0,2.7381
11/27/2007,0,0,0,0.083,,0.032,0.3245,0,2.815
11/28/2007,0,0,0.1,0.074,,0.032,0.4653,0,2.9044
11/29/2007,0,0,0,0.067,,0.041,0.4288,0,2.8986
11/30/2007,0,0,0,0.061,,0.056,0.4016,0,2.9085
12/1/2007,0,0,0,0.054,,0.059,0.4009,0,2.8206
12/2/2007,0,0,0,0.054,,0.057,0.413,0,2.6345
12/3/2007,0,0,0,0.054,,0.051,0.5097,0,2.7204
12/4/2007,0,0,0,0.054,,0.045,0.4229,0,2.8052
12/5/2007,0,0,0,0.06,,0.04,0.4003,0,2.7853
12/6/2007,0,0,0,0.063,,0.049,0.3978,0,2.6608
12/7/2007,0,0,0,0.061,,0.049,0.3864,0,2.5779
12/8/2007,0,0,0,0.062,,0.045,0.376,0,2.5386
12/9/2007,0,0,0,0.061,,0.04,0.3305,0,2.4613
12/10/2007,0,0,0,0.061,,0.034,0.3225,0,2.5848
12/11/2007,0,,0,0.067,,0.039,0.3544,0,2.7345
12/12/2007,0,0,0.7,0.068,,0.051,0.4929,0,2.9171
12/13/2007,0,0,0,0.072,,0.05,0.3831,0,2.8475
12/14/2007,0,0,0,0.069,,0.049,0.3745,0,2.8776
12/15/2007,0.4,,0.2,0.065,,0.049,0.372,0,2.8284
12/16/2007,0,,0,0.065,,0.049,0.3707,0,2.6813
12/17/2007,3,,1.3,0.063,,0.049,0.3819,0,2.9415
12/18/2007,0,0,0,0.061,,0.047,0.3856,0,3.1787
12/19/2007,0,0,0,0.063,,0.047,0.4388,0,2.9708
12/20/2007,4.7,,1.6,0.067,,0.047,0.4648,0,3.0256
12/21/2007,4.1,,3.5,0.064,,0.045,0.3705,0,3.7968
12/22/2007,3.5,,0,0.066,,0.045,0.3663,0,3.2319
12/23/2007,0,,0,0.065,,0.045,0.3069,0,2.6852
12/24/2007,0,0,0,0.062,,0.045,0.3105,0,2.6573
12/25/2007,0,0,0,0.066,,0.05,0.3917,0,2.6327
12/26/2007,0,0,0,0.067,,0.058,0.3074,0,2.5145
12/27/2007,0,0,0,0.067,,0.059,0.3114,0,2.5947
12/28/2007,0,0,0,0.067,,0.058,0.3178,0,2.7671
12/29/2007,0,0,0,0.067,,0.057,0.3138,0,2.8214
12/30/2007,0,0,0,0.067,,0.056,0.3031,0,2.7235
12/31/2007,0,0,0,0.067,,0.054,0.3077,0,2.7835
1/1/2008,0,0,0,0.067,,0.052,0.3156,0,2.6602
1/2/2008,4.9,2.8,3.9,0.067,,0.052,0.3219,0,3.3396
1/3/2008,19.7,11.7,17.3,0.24,,0.116,0.6699,0.443,8.8044
1/4/2008,0,0,0,0.237,,0.105,0.5018,0.134,5.0899
1/5/2008,0,0,0,0.079,,0.092,0.4004,0.005,3.2231
1/6/2008,0,0,0,0.063,,0.077,0.3009,0,2.734
1/7/2008,0,0,0,0.054,,0.067,0.2986,0,2.7549
1/8/2008,0,0,0,0.048,,0.061,0.3901,0,2.9289
1/9/2008,0.7,0,0.2,0.048,,0.062,0.3281,0,2.8578
1/10/2008,0.3,0,0.1,0.048,,0.06,0.3149,0,2.8561
1/11/2008,1.2,0.8,1.3,0.049,,0.059,0.2764,0,2.9213
1/12/2008,0,0,0,0.064,,0.066,0.2831,0,2.959
1/13/2008,0,0,0,0.06,,0.066,0.2787,0,2.6776
1/14/2008,,0,0,0.054,,0.066,0.2792,0,2.7771
1/15/2008,0,0,0,0.051,,0.064,0.2894,0,2.8334
1/16/2008,,0,0,0.05,,0.062,0.3414,0,2.8403
